location,year,month,1,2,3,4,5
"south-bangkok power plant, samut prakan",2024,1,7.0,3.0,7.0,8.0,6.0
"south-bangkok power plant, samut prakan",2024,2,7.0,2.0,6.0,6.0,8.0
"south-bangkok power plant, samut prakan",2024,3,3.0,5.0,9.0,8.0,6.0
"south-bangkok power plant, samut prakan",2024,4,6.0,6.0,7.0,5.0,6.0
"south-bangkok power plant, samut prakan",2024,5,9.0,5.0,5.0,7.0,5.0
"south-bangkok power plant, samut prakan",2024,6,9.0,3.0,4.0,9.0,5.0
"south-bangkok power plant, samut prakan",2024,7,4.0,4.0,7.0,11.0,5.0
"south-bangkok power plant, samut prakan",2024,8,9.0,6.0,6.0,6.0,4.0
"south-bangkok power plant, samut prakan",2024,9,8.0,7.0,4.0,7.0,4.0
"south-bangkok power plant, samut prakan",2024,10,5.0,0.0,4.0,0.0,2.0
"sukhothai-thammathirat open university, nonthaburi",2013,12,0.0,1.0,0.0,0.0,0.0
"sukhothai-thammathirat open university, nonthaburi",2014,1,9.0,4.0,5.0,6.0,7.0
"sukhothai-thammathirat open university, nonthaburi",2014,2,4.0,8.0,6.0,4.0,6.0
"sukhothai-thammathirat open university, nonthaburi",2014,3,6.0,9.0,8.0,5.0,3.0
"sukhothai-thammathirat open university, nonthaburi",2014,4,2.0,6.0,9.0,5.0,8.0
"sukhothai-thammathirat open university, nonthaburi",2014,5,10.0,5.0,2.0,4.0,5.0
"sukhothai-thammathirat open university, nonthaburi",2014,6,7.0,6.0,5.0,8.0,4.0
"sukhothai-thammathirat open university, nonthaburi",2014,7,8.0,5.0,8.0,5.0,5.0
"sukhothai-thammathirat open university, nonthaburi",2014,8,6.0,5.0,8.0,3.0,1.0
"sukhothai-thammathirat open university, nonthaburi",2014,9,5.0,8.0,4.0,7.0,6.0
"sukhothai-thammathirat open university, nonthaburi",2014,10,7.0,4.0,4.0,6.0,10.0
"sukhothai-thammathirat open university, nonthaburi",2014,11,8.0,7.0,4.0,7.0,2.0
"sukhothai-thammathirat open university, nonthaburi",2014,12,4.0,3.0,8.0,6.0,2.0
"sukhothai-thammathirat open university, nonthaburi",2015,1,5.0,5.0,7.0,4.0,3.0
"sukhothai-thammathirat open university, nonthaburi",2015,2,4.0,4.0,4.0,10.0,6.0
"sukhothai-thammathirat open university, nonthaburi",2015,3,5.0,4.0,7.0,5.0,7.0
"sukhothai-thammathirat open university, nonthaburi",2015,4,4.0,4.0,6.0,9.0,4.0
"sukhothai-thammathirat open university, nonthaburi",2015,5,7.0,4.0,6.0,6.0,8.0
"sukhothai-thammathirat open university, nonthaburi",2015,6,3.0,3.0,6.0,5.0,9.0
"sukhothai-thammathirat open university, nonthaburi",2015,7,5.0,5.0,11.0,6.0,4.0
"sukhothai-thammathirat open university, nonthaburi",2015,8,6.0,8.0,3.0,9.0,5.0
"sukhothai-thammathirat open university, nonthaburi",2015,9,8.0,5.0,8.0,5.0,4.0
"sukhothai-thammathirat open university, nonthaburi",2015,10,3.0,7.0,8.0,7.0,6.0
"sukhothai-thammathirat open university, nonthaburi",2015,11,7.0,5.0,3.0,6.0,6.0
"sukhothai-thammathirat open university, nonthaburi",2015,12,4.0,7.0,7.0,5.0,7.0
"sukhothai-thammathirat open university, nonthaburi",2016,1,3.0,6.0,11.0,2.0,7.0
"sukhothai-thammathirat open university, nonthaburi",2016,2,5.0,6.0,2.0,12.0,4.0
"sukhothai-thammathirat open university, nonthaburi",2016,3,6.0,8.0,7.0,5.0,5.0
"sukhothai-thammathirat open university, nonthaburi",2016,4,2.0,7.0,6.0,5.0,10.0
"sukhothai-thammathirat open university, nonthaburi",2016,5,7.0,6.0,9.0,5.0,4.0
"sukhothai-thammathirat open university, nonthaburi",2016,6,5.0,7.0,4.0,7.0,7.0
"sukhothai-thammathirat open university, nonthaburi",2016,7,7.0,6.0,4.0,5.0,7.0
"sukhothai-thammathirat open university, nonthaburi",2016,8,1.0,0.0,0.0,4.0,2.0
"sukhothai-thammathirat open university, nonthaburi",2017,8,2.0,0.0,1.0,1.0,1.0
"sukhothai-thammathirat open university, nonthaburi",2018,4,3.0,2.0,2.0,0.0,1.0
"sukhothai-thammathirat open university, nonthaburi",2018,7,2.0,3.0,0.0,1.0,2.0
"sukhothai-thammathirat open university, nonthaburi",2019,3,6.0,2.0,3.0,2.0,8.0
"sukhothai-thammathirat open university, nonthaburi",2019,4,8.0,4.0,3.0,8.0,7.0
"sukhothai-thammathirat open university, nonthaburi",2019,5,5.0,9.0,8.0,2.0,7.0
"sukhothai-thammathirat open university, nonthaburi",2019,6,9.0,3.0,7.0,7.0,4.0
"sukhothai-thammathirat open university, nonthaburi",2019,7,7.0,6.0,9.0,6.0,3.0
"sukhothai-thammathirat open university, nonthaburi",2019,8,5.0,7.0,4.0,8.0,7.0
"sukhothai-thammathirat open university, nonthaburi",2019,9,10.0,4.0,5.0,4.0,7.0
"sukhothai-thammathirat open university, nonthaburi",2019,10,7.0,4.0,2.0,10.0,8.0
"sukhothai-thammathirat open university, nonthaburi",2019,11,7.0,2.0,5.0,9.0,7.0
"sukhothai-thammathirat open university, nonthaburi",2019,12,8.0,5.0,4.0,7.0,6.0
"sukhothai-thammathirat open university, nonthaburi",2020,1,9.0,4.0,7.0,7.0,4.0
"sukhothai-thammathirat open university, nonthaburi",2020,2,6.0,3.0,6.0,10.0,4.0
"sukhothai-thammathirat open university, nonthaburi",2020,3,7.0,3.0,5.0,9.0,6.0
"sukhothai-thammathirat open university, nonthaburi",2020,4,4.0,8.0,7.0,6.0,5.0
"sukhothai-thammathirat open university, nonthaburi",2020,5,5.0,4.0,5.0,7.0,10.0
"sukhothai-thammathirat open university, nonthaburi",2020,6,7.0,8.0,4.0,7.0,4.0
"sukhothai-thammathirat open university, nonthaburi",2020,7,7.0,6.0,2.0,7.0,9.0
"sukhothai-thammathirat open university, nonthaburi",2020,8,5.0,4.0,4.0,7.0,11.0
"sukhothai-thammathirat open university, nonthaburi",2020,9,7.0,5.0,6.0,5.0,7.0
"sukhothai-thammathirat open university, nonthaburi",2020,10,6.0,2.0,6.0,7.0,10.0
"sukhothai-thammathirat open university, nonthaburi",2020,11,4.0,8.0,5.0,7.0,6.0
"sukhothai-thammathirat open university, nonthaburi",2020,12,10.0,3.0,4.0,7.0,7.0
"sukhothai-thammathirat open university, nonthaburi",2021,1,7.0,4.0,6.0,6.0,8.0
"sukhothai-thammathirat open university, nonthaburi",2021,2,10.0,6.0,3.0,2.0,7.0
"sukhothai-thammathirat open university, nonthaburi",2021,3,8.0,4.0,11.0,5.0,3.0
"sukhothai-thammathirat open university, nonthaburi",2021,4,3.0,5.0,9.0,9.0,4.0
"sukhothai-thammathirat open university, nonthaburi",2021,5,6.0,6.0,4.0,8.0,7.0
"sukhothai-thammathirat open university, nonthaburi",2021,6,7.0,2.0,6.0,8.0,7.0
"sukhothai-thammathirat open university, nonthaburi",2021,7,5.0,4.0,6.0,12.0,4.0
"sukhothai-thammathirat open university, nonthaburi",2021,8,4.0,12.0,7.0,6.0,2.0
"sukhothai-thammathirat open university, nonthaburi",2021,9,4.0,5.0,5.0,8.0,8.0
"sukhothai-thammathirat open university, nonthaburi",2021,10,5.0,6.0,8.0,7.0,5.0
"sukhothai-thammathirat open university, nonthaburi",2021,11,7.0,7.0,7.0,4.0,5.0
"sukhothai-thammathirat open university, nonthaburi",2021,12,4.0,6.0,9.0,4.0,8.0
"sukhothai-thammathirat open university, nonthaburi",2022,1,3.0,6.0,6.0,6.0,10.0
"sukhothai-thammathirat open university, nonthaburi",2022,2,5.0,6.0,7.0,5.0,5.0
"sukhothai-thammathirat open university, nonthaburi",2022,3,8.0,5.0,4.0,7.0,7.0
"sukhothai-thammathirat open university, nonthaburi",2022,4,7.0,7.0,3.0,9.0,4.0
"sukhothai-thammathirat open university, nonthaburi",2022,5,8.0,4.0,6.0,6.0,7.0
"sukhothai-thammathirat open university, nonthaburi",2022,6,2.0,9.0,10.0,7.0,2.0
"sukhothai-thammathirat open university, nonthaburi",2022,7,4.0,6.0,9.0,5.0,7.0
"sukhothai-thammathirat open university, nonthaburi",2022,8,6.0,9.0,5.0,6.0,5.0
"sukhothai-thammathirat open university, nonthaburi",2022,9,8.0,3.0,8.0,5.0,6.0
"sukhothai-thammathirat open university, nonthaburi",2022,10,10.0,2.0,8.0,5.0,6.0
"sukhothai-thammathirat open university, nonthaburi",2022,11,4.0,6.0,8.0,4.0,8.0
"sukhothai-thammathirat open university, nonthaburi",2022,12,4.0,6.0,5.0,7.0,9.0
"sukhothai-thammathirat open university, nonthaburi",2023,1,6.0,8.0,5.0,5.0,7.0
"sukhothai-thammathirat open university, nonthaburi",2023,2,3.0,7.0,6.0,6.0,6.0
"sukhothai-thammathirat open university, nonthaburi",2023,3,7.0,4.0,10.0,4.0,6.0
"sukhothai-thammathirat open university, nonthaburi",2023,4,8.0,4.0,6.0,4.0,8.0
"sukhothai-thammathirat open university, nonthaburi",2023,5,9.0,7.0,3.0,8.0,4.0
"sukhothai-thammathirat open university, nonthaburi",2023,6,8.0,5.0,3.0,7.0,7.0
"sukhothai-thammathirat open university, nonthaburi",2023,7,5.0,6.0,7.0,7.0,6.0
"sukhothai-thammathirat open university, nonthaburi",2023,8,4.0,8.0,3.0,12.0,4.0
"sukhothai-thammathirat open university, nonthaburi",2023,9,7.0,7.0,7.0,4.0,5.0
"sukhothai-thammathirat open university, nonthaburi",2023,10,6.0,6.0,6.0,7.0,6.0
"sukhothai-thammathirat open university, nonthaburi",2023,11,7.0,5.0,6.0,7.0,5.0
"sukhothai-thammathirat open university, nonthaburi",2023,12,6.0,6.0,6.0,7.0,6.0
"sukhothai-thammathirat open university, nonthaburi",2024,1,6.0,9.0,7.0,3.0,6.0
"sukhothai-thammathirat open university, nonthaburi",2024,2,11.0,5.0,6.0,5.0,2.0
"sukhothai-thammathirat open university, nonthaburi",2024,3,3.0,5.0,7.0,6.0,10.0
"sukhothai-thammathirat open university, nonthaburi",2024,4,7.0,6.0,6.0,2.0,9.0
"sukhothai-thammathirat open university, nonthaburi",2024,5,7.0,7.0,2.0,7.0,8.0
"sukhothai-thammathirat open university, nonthaburi",2024,6,6.0,6.0,5.0,5.0,8.0
"sukhothai-thammathirat open university, nonthaburi",2024,7,7.0,4.0,6.0,8.0,6.0
"sukhothai-thammathirat open university, nonthaburi",2024,8,7.0,7.0,3.0,9.0,5.0
"sukhothai-thammathirat open university, nonthaburi",2024,9,10.0,7.0,6.0,3.0,4.0
"sukhothai-thammathirat open university, nonthaburi",2024,10,6.0,5.0,10.0,5.0,4.0
